date,district,commodity,min_price_rs_per_quintal,modal_price_rs_per_quintal,max_price_rs_per_quintal,avg_price_rs_per_quintal
2018-05-31,Kolar,Tomato,835.54,986.53,1265.8,1050.67
2018-06-01,Kolar,Tomato,836.24,987.17,1236.67,1036.45
2018-06-02,Kolar,Tomato,897.59,1166.83,1522.8,1210.19
2018-06-03,Kolar,Tomato,948.33,1118.94,1343.88,1146.1
2018-06-04,Kolar,Tomato,1125.54,1254.26,1449.14,1287.34
2018-06-05,Kolar,Tomato,973.87,1098.22,1348.62,1161.25
2018-06-06,Kolar,Tomato,799.96,980.49,1213.08,1006.52
2018-06-07,Kolar,Tomato,823.96,1089.91,1345.58,1084.77
2018-06-08,Kolar,Tomato,922.95,1147.46,1424.31,1173.63
2018-06-09,Kolar,Tomato,968.54,1108.22,1481.89,1225.22
2018-06-10,Kolar,Tomato,911.63,1065.96,1412.99,1162.31
2018-06-11,Kolar,Tomato,924.02,1128.37,1488.24,1206.13
2018-06-12,Kolar,Tomato,861.34,1135.94,1477.12,1169.23
2018-06-13,Kolar,Tomato,941.6,1156.7,1545.19,1243.39
2018-06-14,Kolar,Tomato,872.76,1063.89,1196.47,1034.62
2018-06-15,Kolar,Tomato,854.74,961.16,1120.98,987.86
2018-06-16,Kolar,Tomato,841.05,993.96,1216.37,1028.71
2018-06-17,Kolar,Tomato,889.37,1116.26,1464.12,1176.75
2018-06-18,Kolar,Tomato,719.85,868.54,1065.09,892.47
2018-06-19,Kolar,Tomato,764.39,1005.89,1294.59,1029.49
2018-06-20,Kolar,Tomato,814.82,909.51,1032.06,923.44
2018-06-21,Kolar,Tomato,767.99,955.2,1111.0,939.49
2018-06-22,Kolar,Tomato,904.01,1100.19,1411.48,1157.75
2018-06-23,Kolar,Tomato,774.95,964.72,1100.92,937.94
2018-06-24,Kolar,Tomato,803.24,942.36,1119.37,961.31
2018-06-25,Kolar,Tomato,652.79,768.59,896.34,774.57
2018-06-26,Kolar,Tomato,871.27,1016.3,1206.82,1039.04
2018-06-27,Kolar,Tomato,789.57,999.17,1276.02,1032.8
2018-06-28,Kolar,Tomato,937.9,1176.27,1402.06,1169.98
2018-06-29,Kolar,Tomato,672.46,874.7,1083.59,878.02
2018-06-30,Kolar,Tomato,791.38,932.88,1049.47,920.43
2018-07-01,Kolar,Tomato,704.15,931.45,1212.06,958.1
2018-07-02,Kolar,Tomato,911.67,1085.77,1294.75,1103.21
2018-07-03,Kolar,Tomato,774.79,879.99,1110.66,942.72
2018-07-04,Kolar,Tomato,812.81,919.85,1178.65,995.73
2018-07-05,Kolar,Tomato,779.98,954.27,1099.72,939.85
2018-07-06,Kolar,Tomato,735.92,898.68,1187.3,961.61
2018-07-07,Kolar,Tomato,622.7,817.68,1025.41,824.06
2018-07-08,Kolar,Tomato,756.63,889.51,1073.8,915.22
2018-07-09,Kolar,Tomato,864.49,990.04,1134.18,999.33
2018-07-10,Kolar,Tomato,576.66,733.02,979.0,777.83
2018-07-11,Kolar,Tomato,705.17,867.16,1117.57,911.37
2018-07-12,Kolar,Tomato,667.57,762.21,878.08,772.82
2018-07-13,Kolar,Tomato,868.06,984.67,1166.27,1017.16
2018-07-14,Kolar,Tomato,513.99,653.54,851.18,682.59
2018-07-15,Kolar,Tomato,636.36,764.32,973.69,805.03
2018-07-16,Kolar,Tomato,678.99,871.75,1125.82,902.4
2018-07-17,Kolar,Tomato,772.53,1009.47,1221.76,997.14
2018-07-18,Kolar,Tomato,717.18,808.85,1034.62,875.9
2018-07-19,Kolar,Tomato,650.69,745.28,891.82,771.25
2018-07-20,Kolar,Tomato,892.37,1032.83,1190.67,1041.52
2018-07-21,Kolar,Tomato,476.01,628.55,790.82,633.41
2018-07-22,Kolar,Tomato,467.82,533.7,717.29,592.56
2018-07-23,Kolar,Tomato,689.79,845.63,995.86,842.83
2018-07-24,Kolar,Tomato,583.3,727.89,884.57,733.94
2018-07-25,Kolar,Tomato,549.88,660.93,838.39,694.14
2018-07-26,Kolar,Tomato,659.73,863.86,1067.19,863.46
2018-07-27,Kolar,Tomato,693.84,803.53,1053.31,873.58
2018-07-28,Kolar,Tomato,587.86,702.03,905.93,746.89
2018-07-29,Kolar,Tomato,475.8,611.57,681.64,578.72
2018-07-30,Kolar,Tomato,673.51,865.43,1167.99,920.75
2018-07-31,Kolar,Tomato,648.81,834.33,1074.71,861.76
2018-08-01,Kolar,Tomato,561.34,740.02,973.85,767.6
2018-08-02,Kolar,Tomato,812.34,969.18,1223.88,1018.11
2018-08-03,Kolar,Tomato,538.66,614.87,807.99,673.33
2018-08-04,Kolar,Tomato,418.44,555.97,627.19,522.81
2018-08-05,Kolar,Tomato,493.65,651.81,773.65,633.65
2018-08-06,Kolar,Tomato,606.22,725.21,956.63,781.42
2018-08-07,Kolar,Tomato,659.74,755.78,869.46,764.6
2018-08-08,Kolar,Tomato,554.18,693.58,776.51,665.35
2018-08-09,Kolar,Tomato,610.48,760.78,986.76,798.62
2018-08-10,Kolar,Tomato,473.8,564.41,738.74,606.27
2018-08-11,Kolar,Tomato,699.33,883.96,1008.3,853.82
2018-08-12,Kolar,Tomato,525.55,697.02,915.6,720.57
2018-08-13,Kolar,Tomato,720.22,837.19,1064.64,892.43
2018-08-14,Kolar,Tomato,624.89,740.53,910.86,767.88
2018-08-15,Kolar,Tomato,628.3,750.56,981.4,804.85
2018-08-16,Kolar,Tomato,655.01,760.53,916.3,785.65
2018-08-17,Kolar,Tomato,631.96,742.35,852.59,742.27
2018-08-18,Kolar,Tomato,595.26,762.29,892.81,744.03
2018-08-19,Kolar,Tomato,675.43,841.26,1031.64,853.53
2018-08-20,Kolar,Tomato,539.79,702.01,865.47,702.63
2018-08-21,Kolar,Tomato,584.99,760.25,989.38,787.19
2018-08-22,Kolar,Tomato,562.96,661.2,858.13,710.55
2018-08-23,Kolar,Tomato,739.63,841.65,1048.14,893.89
2018-08-24,Kolar,Tomato,522.88,584.61,757.18,640.03
2018-08-25,Kolar,Tomato,742.01,878.9,1008.92,875.47
2018-08-26,Kolar,Tomato,509.37,655.04,728.75,619.06
2018-08-27,Kolar,Tomato,371.68,485.32,639.85,505.77
2018-08-28,Kolar,Tomato,583.86,669.62,749.23,666.54
2018-08-29,Kolar,Tomato,476.83,569.82,661.94,569.39
2018-08-30,Kolar,Tomato,631.88,749.8,955.11,793.5
2018-08-31,Kolar,Tomato,492.63,568.05,683.01,587.82
2018-09-01,Kolar,Tomato,505.04,590.35,778.72,641.88
2018-09-02,Kolar,Tomato,362.98,414.76,487.13,425.06
2018-09-03,Kolar,Tomato,443.61,584.91,645.13,544.37
2018-09-04,Kolar,Tomato,298.37,346.08,406.7,352.53
2018-09-05,Kolar,Tomato,390.3,444.72,553.46,471.88
2018-09-06,Kolar,Tomato,574.04,723.96,864.39,719.22
2018-09-07,Kolar,Tomato,613.4,725.01,894.45,753.93
2018-09-08,Kolar,Tomato,541.92,679.85,896.82,719.37
2018-09-09,Kolar,Tomato,456.61,510.92,678.56,567.59
2018-09-10,Kolar,Tomato,467.72,619.48,722.62,595.17
2018-09-11,Kolar,Tomato,521.52,623.1,757.4,639.46
2018-09-12,Kolar,Tomato,374.27,482.95,597.54,485.91
2018-09-13,Kolar,Tomato,686.2,800.86,1070.97,878.58
2018-09-14,Kolar,Tomato,562.35,724.31,977.57,769.96
2018-09-15,Kolar,Tomato,464.26,591.18,685.09,574.68
2018-09-16,Kolar,Tomato,510.71,619.68,794.27,652.49
2018-09-17,Kolar,Tomato,568.09,640.3,764.84,666.46
2018-09-18,Kolar,Tomato,288.63,369.21,406.88,347.75
2018-09-19,Kolar,Tomato,450.3,583.57,643.27,546.79
2018-09-20,Kolar,Tomato,458.26,530.49,644.62,551.44
2018-09-21,Kolar,Tomato,405.38,491.32,600.43,502.91
2018-09-22,Kolar,Tomato,511.71,577.06,638.02,574.87
2018-09-23,Kolar,Tomato,637.57,825.87,1050.29,843.93
2018-09-24,Kolar,Tomato,581.39,686.5,805.61,693.5
2018-09-25,Kolar,Tomato,424.33,540.59,670.32,547.33
2018-09-26,Kolar,Tomato,524.03,677.47,796.18,660.11
2018-09-27,Kolar,Tomato,661.89,776.4,886.48,774.18
2018-09-28,Kolar,Tomato,603.48,719.23,864.37,733.92
2018-09-29,Kolar,Tomato,531.16,615.33,712.59,621.88
2018-09-30,Kolar,Tomato,422.51,530.52,654.5,538.51
2018-10-01,Kolar,Tomato,565.5,692.01,795.6,680.55
2018-10-02,Kolar,Tomato,531.57,655.59,804.48,668.03
2018-10-03,Kolar,Tomato,642.73,716.05,815.82,729.28
2018-10-04,Kolar,Tomato,543.92,685.18,868.63,706.28
2018-10-05,Kolar,Tomato,584.01,735.33,947.46,765.74
2018-10-06,Kolar,Tomato,438.27,545.67,615.29,526.78
2018-10-07,Kolar,Tomato,641.53,768.58,935.33,788.43
2018-10-08,Kolar,Tomato,500.2,634.9,709.64,604.92
2018-10-09,Kolar,Tomato,763.95,860.99,1075.85,919.9
2018-10-10,Kolar,Tomato,418.72,530.12,618.18,518.45
2018-10-11,Kolar,Tomato,727.04,822.1,1012.74,869.89
2018-10-12,Kolar,Tomato,488.84,638.57,785.04,636.94
2018-10-13,Kolar,Tomato,456.3,537.78,715.83,586.06
2018-10-14,Kolar,Tomato,495.39,559.1,691.75,593.57
2018-10-15,Kolar,Tomato,449.7,580.02,722.56,586.13
2018-10-16,Kolar,Tomato,600.49,670.75,805.18,702.83
2018-10-17,Kolar,Tomato,559.52,684.06,914.78,737.15
2018-10-18,Kolar,Tomato,494.12,554.04,717.09,605.61
2018-10-19,Kolar,Tomato,529.31,621.6,728.11,628.71
2018-10-20,Kolar,Tomato,702.45,883.33,1158.09,930.27
2018-10-21,Kolar,Tomato,650.12,835.37,1009.21,829.67
2018-10-22,Kolar,Tomato,542.83,682.32,891.9,717.37
2018-10-23,Kolar,Tomato,486.25,636.5,831.09,658.67
2018-10-24,Kolar,Tomato,500.29,648.4,743.86,622.08
2018-10-25,Kolar,Tomato,543.47,709.76,905.15,724.31
2018-10-26,Kolar,Tomato,419.44,515.63,604.66,512.05
2018-10-27,Kolar,Tomato,530.11,609.79,716.12,623.11
2018-10-28,Kolar,Tomato,341.51,442.83,519.92,430.71
2018-10-29,Kolar,Tomato,533.62,693.43,888.55,711.09
2018-10-30,Kolar,Tomato,614.34,725.73,840.0,727.17
2018-10-31,Kolar,Tomato,462.06,592.7,652.1,557.08
2018-11-01,Kolar,Tomato,644.03,842.26,1077.09,860.56
2018-11-02,Kolar,Tomato,394.54,509.06,581.75,488.15
2018-11-03,Kolar,Tomato,429.42,483.28,544.23,486.83
2018-11-04,Kolar,Tomato,601.53,688.86,798.65,700.09
2018-11-05,Kolar,Tomato,634.92,790.58,944.72,789.82
2018-11-06,Kolar,Tomato,738.14,870.07,1060.6,899.37
2018-11-07,Kolar,Tomato,511.71,616.08,684.55,598.13
2018-11-08,Kolar,Tomato,684.49,803.8,1079.22,881.85
2018-11-09,Kolar,Tomato,573.68,673.02,860.81,717.25
2018-11-10,Kolar,Tomato,557.48,660.28,779.66,668.57
2018-11-11,Kolar,Tomato,624.4,790.46,932.49,778.44
2018-11-12,Kolar,Tomato,579.13,766.19,928.73,753.93
2018-11-13,Kolar,Tomato,411.05,502.3,631.18,521.11
2018-11-14,Kolar,Tomato,770.79,872.28,991.43,881.11
2018-11-15,Kolar,Tomato,722.13,864.39,991.66,856.9
2018-11-16,Kolar,Tomato,548.94,627.47,825.03,686.99
2018-11-17,Kolar,Tomato,677.51,753.84,877.52,777.52
2018-11-18,Kolar,Tomato,596.01,769.5,919.6,757.8
2018-11-19,Kolar,Tomato,636.43,745.44,982.35,809.39
2018-11-20,Kolar,Tomato,555.04,652.11,825.44,690.24
2018-11-21,Kolar,Tomato,575.52,641.61,760.58,668.05
2018-11-22,Kolar,Tomato,649.36,723.24,919.19,784.27
2018-11-23,Kolar,Tomato,743.14,871.2,962.61,852.87
2018-11-24,Kolar,Tomato,629.17,799.92,1027.03,828.1
2018-11-25,Kolar,Tomato,604.05,694.49,848.49,726.27
2018-11-26,Kolar,Tomato,640.34,835.89,1089.41,864.87
2018-11-27,Kolar,Tomato,351.9,405.83,543.27,447.59
2018-11-28,Kolar,Tomato,788.95,889.93,1184.9,986.93
2018-11-29,Kolar,Tomato,442.3,547.79,727.09,584.69
2018-11-30,Kolar,Tomato,606.06,717.58,881.21,743.64
2018-12-01,Kolar,Tomato,514.18,631.27,751.24,632.71
2018-12-02,Kolar,Tomato,501.53,614.88,747.85,624.69
2018-12-03,Kolar,Tomato,728.2,914.19,1163.28,945.74
2018-12-04,Kolar,Tomato,625.3,723.46,955.69,790.49
2018-12-05,Kolar,Tomato,735.4,825.89,951.22,843.31
2018-12-06,Kolar,Tomato,698.14,783.45,1041.64,869.89
2018-12-07,Kolar,Tomato,660.67,851.14,1109.71,885.19
2018-12-08,Kolar,Tomato,711.98,807.95,1086.47,899.22
2018-12-09,Kolar,Tomato,559.1,649.65,857.58,708.34
2018-12-10,Kolar,Tomato,731.26,928.08,1085.84,908.55
2018-12-11,Kolar,Tomato,573.27,754.22,849.62,711.45
2018-12-12,Kolar,Tomato,499.13,631.65,712.54,605.84
2018-12-13,Kolar,Tomato,684.7,772.07,905.49,795.09
2018-12-14,Kolar,Tomato,852.21,1008.56,1264.28,1058.25
2018-12-15,Kolar,Tomato,802.85,935.56,1217.23,1010.04
2018-12-16,Kolar,Tomato,628.31,796.77,1055.57,841.94
2018-12-17,Kolar,Tomato,687.87,801.8,1007.01,847.44
2018-12-18,Kolar,Tomato,611.1,810.24,892.41,751.75
2018-12-19,Kolar,Tomato,889.5,1103.19,1264.9,1077.2
2018-12-20,Kolar,Tomato,763.81,904.98,1018.04,890.93
2018-12-21,Kolar,Tomato,707.02,915.93,1090.72,898.87
2018-12-22,Kolar,Tomato,867.47,993.16,1216.95,1042.21
2018-12-23,Kolar,Tomato,709.39,903.39,1003.53,856.46
2018-12-24,Kolar,Tomato,719.71,848.87,1007.71,863.71
2018-12-25,Kolar,Tomato,698.59,861.63,986.39,842.49
2018-12-26,Kolar,Tomato,740.22,881.84,1112.68,926.45
2018-12-27,Kolar,Tomato,682.78,891.22,1083.78,883.28
2018-12-28,Kolar,Tomato,743.7,988.26,1209.46,976.58
2018-12-29,Kolar,Tomato,808.82,912.44,1101.24,955.03
2018-12-30,Kolar,Tomato,789.96,999.39,1338.18,1064.07
2018-12-31,Kolar,Tomato,791.81,907.05,1046.45,919.13
2019-01-01,Kolar,Tomato,839.37,932.73,1146.48,992.93
2019-01-02,Kolar,Tomato,538.43,688.78,884.39,711.41
2019-01-03,Kolar,Tomato,824.36,1043.79,1293.47,1058.91
2019-01-04,Kolar,Tomato,833.0,980.66,1306.49,1069.75
2019-01-05,Kolar,Tomato,952.17,1064.1,1271.06,1111.62
2019-01-06,Kolar,Tomato,534.23,602.03,732.02,633.13
2019-01-07,Kolar,Tomato,995.0,1205.42,1352.64,1173.82
2019-01-08,Kolar,Tomato,819.97,943.29,1181.24,1000.61
2019-01-09,Kolar,Tomato,846.04,1098.24,1287.2,1066.62
2019-01-10,Kolar,Tomato,758.24,845.67,964.13,861.18
2019-01-11,Kolar,Tomato,938.65,1049.18,1296.92,1117.78
2019-01-12,Kolar,Tomato,661.78,854.4,1053.54,857.66
2019-01-13,Kolar,Tomato,724.25,911.11,1019.5,871.88
2019-01-14,Kolar,Tomato,933.92,1220.77,1555.94,1244.93
2019-01-15,Kolar,Tomato,769.66,973.32,1222.43,996.04
2019-01-16,Kolar,Tomato,896.28,1027.38,1178.66,1037.47
2019-01-17,Kolar,Tomato,896.1,1110.76,1352.19,1124.14
2019-01-18,Kolar,Tomato,817.35,1070.87,1370.79,1094.07
2019-01-19,Kolar,Tomato,828.93,1034.44,1274.81,1051.87
2019-01-20,Kolar,Tomato,955.68,1065.17,1277.0,1116.34
2019-01-21,Kolar,Tomato,1110.23,1314.73,1552.16,1331.19
2019-01-22,Kolar,Tomato,832.19,1024.33,1283.07,1057.63
2019-01-23,Kolar,Tomato,821.68,1060.26,1415.21,1118.45
2019-01-24,Kolar,Tomato,1047.94,1167.06,1479.76,1263.85
2019-01-25,Kolar,Tomato,1028.95,1178.46,1318.33,1173.64
2019-01-26,Kolar,Tomato,945.14,1193.02,1449.73,1197.43
2019-01-27,Kolar,Tomato,860.87,1131.97,1497.26,1179.07
2019-01-28,Kolar,Tomato,699.99,922.86,1036.94,868.46
2019-01-29,Kolar,Tomato,968.29,1260.7,1698.43,1333.36
2019-01-30,Kolar,Tomato,779.97,931.74,1245.99,1012.98
2019-01-31,Kolar,Tomato,987.31,1110.19,1242.94,1115.12
2019-02-01,Kolar,Tomato,814.53,987.89,1317.21,1065.87
2019-02-02,Kolar,Tomato,942.34,1075.19,1280.32,1111.33
2019-02-03,Kolar,Tomato,920.44,1126.77,1477.4,1198.92
2019-02-04,Kolar,Tomato,967.84,1130.27,1361.52,1164.68
2019-02-05,Kolar,Tomato,985.89,1146.67,1387.72,1186.81
2019-02-06,Kolar,Tomato,1004.25,1293.97,1628.54,1316.4
2019-02-07,Kolar,Tomato,932.03,1158.98,1499.28,1215.66
2019-02-08,Kolar,Tomato,912.77,1079.44,1196.5,1054.63
2019-02-09,Kolar,Tomato,934.44,1228.55,1533.59,1234.01
2019-02-10,Kolar,Tomato,1013.06,1259.66,1444.43,1228.75
2019-02-11,Kolar,Tomato,808.32,973.62,1155.19,981.75
2019-02-12,Kolar,Tomato,1076.24,1196.57,1420.32,1248.28
2019-02-13,Kolar,Tomato,996.02,1212.91,1476.44,1236.23
2019-02-14,Kolar,Tomato,956.94,1096.89,1298.21,1127.58
2019-02-15,Kolar,Tomato,1060.44,1301.45,1466.53,1263.48
2019-02-16,Kolar,Tomato,975.59,1122.07,1275.12,1125.36
2019-02-17,Kolar,Tomato,972.58,1158.78,1284.35,1128.46
2019-02-18,Kolar,Tomato,994.7,1126.52,1371.6,1183.15
2019-02-19,Kolar,Tomato,935.55,1152.66,1542.97,1239.26
2019-02-20,Kolar,Tomato,859.71,1022.68,1154.52,1007.12
2019-02-21,Kolar,Tomato,831.67,984.8,1316.25,1073.96
2019-02-22,Kolar,Tomato,1098.85,1352.25,1735.4,1417.12
2019-02-23,Kolar,Tomato,819.88,1062.51,1338.09,1078.99
2019-02-24,Kolar,Tomato,800.96,1048.34,1322.29,1061.63
2019-02-25,Kolar,Tomato,686.27,911.99,1191.68,938.97
2019-02-26,Kolar,Tomato,966.26,1096.74,1235.72,1100.99
2019-02-27,Kolar,Tomato,799.28,1017.58,1247.75,1023.52
2019-02-28,Kolar,Tomato,1075.86,1376.26,1753.74,1414.8
2019-03-01,Kolar,Tomato,1121.27,1303.19,1624.7,1372.99
2019-03-02,Kolar,Tomato,879.52,1102.15,1441.83,1160.68
2019-03-03,Kolar,Tomato,1203.89,1457.66,1629.77,1416.83
2019-03-04,Kolar,Tomato,1012.69,1307.75,1664.34,1338.51
2019-03-05,Kolar,Tomato,1031.13,1153.44,1422.77,1226.95
2019-03-06,Kolar,Tomato,785.48,894.89,1069.21,927.35
2019-03-07,Kolar,Tomato,1294.78,1472.06,1744.49,1519.64
2019-03-08,Kolar,Tomato,837.49,1032.64,1296.18,1066.84
2019-03-09,Kolar,Tomato,867.9,1004.11,1328.18,1098.04
2019-03-10,Kolar,Tomato,1023.38,1326.34,1623.5,1323.44
2019-03-11,Kolar,Tomato,1125.74,1498.41,1957.19,1541.46
2019-03-12,Kolar,Tomato,1034.36,1373.66,1649.14,1341.75
2019-03-13,Kolar,Tomato,1070.16,1277.05,1437.45,1253.8
2019-03-14,Kolar,Tomato,1049.48,1282.5,1430.47,1239.98
2019-03-15,Kolar,Tomato,1088.6,1315.21,1463.61,1276.1
2019-03-16,Kolar,Tomato,980.55,1305.45,1560.06,1270.3
2019-03-17,Kolar,Tomato,1016.44,1249.61,1479.93,1248.19
2019-03-18,Kolar,Tomato,1054.8,1229.78,1573.49,1314.14
2019-03-19,Kolar,Tomato,988.74,1211.09,1557.11,1272.92
2019-03-20,Kolar,Tomato,971.06,1129.36,1256.66,1113.86
2019-03-21,Kolar,Tomato,931.98,1187.31,1371.67,1151.83
2019-03-22,Kolar,Tomato,888.45,1018.9,1190.65,1039.55
2019-03-23,Kolar,Tomato,1015.33,1211.22,1498.17,1256.75
2019-03-24,Kolar,Tomato,863.9,1105.28,1255.74,1059.82
2019-03-25,Kolar,Tomato,858.0,1092.28,1238.08,1048.04
2019-03-26,Kolar,Tomato,1052.73,1247.01,1665.94,1359.34
2019-03-27,Kolar,Tomato,1218.24,1393.09,1812.48,1515.36
2019-03-28,Kolar,Tomato,1085.92,1336.78,1530.83,1308.38
2019-03-29,Kolar,Tomato,819.16,1038.57,1247.98,1033.57
2019-03-30,Kolar,Tomato,975.65,1108.63,1318.05,1146.85
2019-03-31,Kolar,Tomato,1139.99,1340.54,1739.69,1439.84
2019-04-01,Kolar,Tomato,907.05,1109.93,1362.5,1134.78
2019-04-02,Kolar,Tomato,988.62,1200.97,1359.45,1174.03
2019-04-03,Kolar,Tomato,1010.09,1293.93,1662.38,1336.23
2019-04-04,Kolar,Tomato,938.24,1111.64,1333.1,1135.67
2019-04-05,Kolar,Tomato,996.97,1240.31,1445.87,1221.42
2019-04-06,Kolar,Tomato,959.89,1067.32,1274.24,1117.07
2019-04-07,Kolar,Tomato,949.35,1154.88,1414.09,1181.72
2019-04-08,Kolar,Tomato,1040.93,1264.98,1499.99,1270.46
2019-04-09,Kolar,Tomato,864.03,1034.92,1201.0,1032.52
2019-04-10,Kolar,Tomato,1134.53,1278.32,1533.5,1334.02
2019-04-11,Kolar,Tomato,1063.64,1222.4,1350.5,1207.07
2019-04-12,Kolar,Tomato,1055.01,1290.26,1668.47,1361.74
2019-04-13,Kolar,Tomato,1072.22,1249.96,1428.37,1250.29
2019-04-14,Kolar,Tomato,1161.23,1385.82,1539.61,1350.42
2019-04-15,Kolar,Tomato,1018.36,1236.09,1561.71,1290.04
2019-04-16,Kolar,Tomato,910.0,1168.4,1511.31,1210.66
2019-04-17,Kolar,Tomato,1010.87,1233.38,1607.66,1309.26
2019-04-18,Kolar,Tomato,1009.23,1282.59,1569.09,1289.16
2019-04-19,Kolar,Tomato,1084.07,1221.86,1406.78,1245.42
2019-04-20,Kolar,Tomato,975.89,1219.39,1566.07,1270.98
2019-04-21,Kolar,Tomato,1007.76,1128.71,1439.03,1223.39
2019-04-22,Kolar,Tomato,939.31,1131.75,1314.61,1126.96
2019-04-23,Kolar,Tomato,879.58,1041.26,1380.55,1130.07
2019-04-24,Kolar,Tomato,1178.74,1417.71,1596.47,1387.6
2019-04-25,Kolar,Tomato,812.95,1056.6,1421.83,1117.39
2019-04-26,Kolar,Tomato,903.73,1120.73,1473.83,1188.78
2019-04-27,Kolar,Tomato,853.3,1115.61,1419.03,1136.17
2019-04-28,Kolar,Tomato,1102.44,1307.07,1744.54,1423.49
2019-04-29,Kolar,Tomato,949.45,1162.07,1488.12,1218.78
2019-04-30,Kolar,Tomato,1165.62,1344.9,1543.42,1354.52
2019-05-01,Kolar,Tomato,870.75,1111.97,1346.09,1108.42
2019-05-02,Kolar,Tomato,948.07,1223.82,1368.08,1158.07
2019-05-03,Kolar,Tomato,881.96,1087.57,1302.27,1092.11
2019-05-04,Kolar,Tomato,1282.47,1442.62,1854.34,1568.41
2019-05-05,Kolar,Tomato,890.83,1040.01,1244.49,1067.66
2019-05-06,Kolar,Tomato,989.18,1216.94,1439.13,1214.15
2019-05-07,Kolar,Tomato,1036.96,1252.99,1564.78,1300.87
2019-05-08,Kolar,Tomato,933.23,1223.69,1612.89,1273.06
2019-05-09,Kolar,Tomato,1031.29,1148.83,1277.38,1154.33
2019-05-10,Kolar,Tomato,979.53,1152.44,1378.74,1179.14
2019-05-11,Kolar,Tomato,927.72,1170.16,1333.47,1130.59
2019-05-12,Kolar,Tomato,958.59,1144.08,1457.38,1207.99
2019-05-13,Kolar,Tomato,976.53,1274.14,1435.23,1205.88
2019-05-14,Kolar,Tomato,1271.1,1420.42,1798.54,1534.82
2019-05-15,Kolar,Tomato,842.1,1084.87,1270.98,1056.54
2019-05-16,Kolar,Tomato,833.61,983.95,1131.27,982.44
2019-05-17,Kolar,Tomato,892.42,1134.22,1513.15,1202.79
2019-05-18,Kolar,Tomato,1244.26,1450.8,1602.6,1423.43
2019-05-19,Kolar,Tomato,902.19,1041.16,1259.23,1080.71
2019-05-20,Kolar,Tomato,1132.36,1330.6,1470.85,1301.6
2019-05-21,Kolar,Tomato,1121.33,1331.47,1625.59,1373.46
2019-05-22,Kolar,Tomato,936.82,1059.9,1298.66,1117.74
2019-05-23,Kolar,Tomato,907.1,1190.74,1405.57,1156.33
2019-05-24,Kolar,Tomato,1050.68,1313.94,1488.75,1269.71
2019-05-25,Kolar,Tomato,841.61,1069.06,1276.56,1059.08
2019-05-26,Kolar,Tomato,975.53,1086.09,1377.23,1176.38
2019-05-27,Kolar,Tomato,838.02,1036.63,1343.05,1090.54
2019-05-28,Kolar,Tomato,843.14,980.52,1208.67,1025.91
2019-05-29,Kolar,Tomato,869.92,1020.19,1272.64,1071.28
2019-05-30,Kolar,Tomato,740.37,946.99,1089.19,914.78
2019-05-31,Kolar,Tomato,859.46,1093.67,1281.6,1070.53
2019-06-01,Kolar,Tomato,786.53,992.85,1132.32,959.43
2019-06-02,Kolar,Tomato,900.08,1108.93,1288.93,1094.51
2019-06-03,Kolar,Tomato,698.58,889.75,1028.74,863.66
2019-06-04,Kolar,Tomato,837.05,1111.7,1367.24,1102.14
2019-06-05,Kolar,Tomato,1029.64,1167.52,1448.5,1239.07
2019-06-06,Kolar,Tomato,737.08,823.7,1100.66,918.87
2019-06-07,Kolar,Tomato,883.97,1103.26,1267.53,1075.75
2019-06-08,Kolar,Tomato,961.8,1201.08,1513.86,1237.83
2019-06-09,Kolar,Tomato,678.93,903.95,1179.04,928.98
2019-06-10,Kolar,Tomato,1060.9,1245.13,1544.04,1302.47
2019-06-11,Kolar,Tomato,952.45,1089.99,1268.48,1110.47
2019-06-12,Kolar,Tomato,733.67,950.36,1107.78,920.72
2019-06-13,Kolar,Tomato,792.13,1023.49,1135.89,964.01
2019-06-14,Kolar,Tomato,948.75,1092.38,1285.04,1116.89
2019-06-15,Kolar,Tomato,867.44,1029.67,1324.32,1095.88
2019-06-16,Kolar,Tomato,817.53,1080.35,1201.22,1009.37
2019-06-17,Kolar,Tomato,759.33,900.34,1039.73,899.53
2019-06-18,Kolar,Tomato,817.23,1026.24,1310.05,1063.64
2019-06-19,Kolar,Tomato,669.49,831.35,1077.15,873.32
2019-06-20,Kolar,Tomato,850.49,982.71,1192.84,1021.67
2019-06-21,Kolar,Tomato,769.33,882.63,1124.92,947.13
2019-06-22,Kolar,Tomato,727.31,897.86,1074.72,901.02
2019-06-23,Kolar,Tomato,1007.56,1129.46,1287.56,1147.56
2019-06-24,Kolar,Tomato,897.81,1107.09,1327.99,1112.9
2019-06-25,Kolar,Tomato,904.05,1044.21,1300.03,1102.04
2019-06-26,Kolar,Tomato,686.87,835.01,1116.42,901.64
2019-06-27,Kolar,Tomato,816.59,923.09,1031.26,923.93
2019-06-28,Kolar,Tomato,976.19,1101.59,1351.48,1163.84
2019-06-29,Kolar,Tomato,738.68,967.98,1144.37,941.52
2019-06-30,Kolar,Tomato,1090.16,1224.24,1502.24,1296.2
2019-07-01,Kolar,Tomato,863.4,988.07,1092.8,978.1
2019-07-02,Kolar,Tomato,832.96,958.86,1129.79,981.37
2019-07-03,Kolar,Tomato,697.19,893.67,1166.21,931.7
2019-07-04,Kolar,Tomato,820.04,941.74,1166.33,993.18
2019-07-05,Kolar,Tomato,791.85,902.37,1094.26,943.05
